epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1759.01,0.86907,0.50212,1.08434,0.30909,0.20936,0.18071,0.06391,2.79564,3.71339,2.74992,0.0002872,0.0002872,0.0002872
182,1768.71,0.87873,0.51409,1.07944,0.25882,0.20443,0.16547,0.05723,2.73801,3.74287,2.64596,0.00028324,0.00028324,0.00028324
183,1778.39,0.86966,0.50664,1.0806,0.30853,0.2266,0.18716,0.06362,2.71163,3.65428,2.65447,0.00027928,0.00027928,0.00027928
184,1788.02,0.87571,0.50856,1.07462,0.27507,0.22167,0.18119,0.06492,2.69597,3.57452,2.68447,0.00027532,0.00027532,0.00027532
185,1797.82,0.8662,0.49434,1.07167,0.24187,0.20197,0.14884,0.05114,2.7691,3.67014,2.61119,0.00027136,0.00027136,0.00027136
186,1807.41,0.85624,0.49842,1.07147,0.26249,0.2069,0.16484,0.05992,2.72228,3.89873,2.6776,0.0002674,0.0002674,0.0002674
187,1816.89,0.85244,0.49039,1.06695,0.32078,0.20589,0.18015,0.06459,2.71207,3.71843,2.69468,0.00026344,0.00026344,0.00026344
188,1826.22,0.84355,0.48595,1.05536,0.2839,0.19212,0.16897,0.06033,2.69207,3.65646,2.72526,0.00025948,0.00025948,0.00025948
189,1836.04,0.83037,0.49265,1.0498,0.28004,0.19704,0.17156,0.06373,2.67035,3.93251,2.61461,0.00025552,0.00025552,0.00025552
190,1845.59,0.83198,0.47782,1.0541,0.30111,0.19951,0.18534,0.06303,2.78802,3.83059,2.64166,0.00025156,0.00025156,0.00025156
191,1855.62,0.81507,0.47135,1.04237,0.27027,0.22167,0.18512,0.06418,2.67632,3.712,2.60354,0.0002476,0.0002476,0.0002476
192,1865.38,0.83319,0.48212,1.06224,0.25873,0.2261,0.18018,0.06297,2.69735,3.744,2.69779,0.00024364,0.00024364,0.00024364
193,1875.01,0.79905,0.46974,1.02959,0.32305,0.21921,0.1855,0.06479,2.76416,3.79316,2.80189,0.00023968,0.00023968,0.00023968
194,1884.56,0.80513,0.46882,1.03986,0.27493,0.19426,0.17559,0.06251,2.71695,4.02273,2.82557,0.00023572,0.00023572,0.00023572
195,1894.11,0.80083,0.46893,1.03836,0.32501,0.18966,0.17348,0.06594,2.71779,3.84789,2.82631,0.00023176,0.00023176,0.00023176
196,1903.61,0.80696,0.47769,1.04152,0.30759,0.18719,0.1796,0.0693,2.68566,3.85809,2.68846,0.0002278,0.0002278,0.0002278
197,1913.27,0.79985,0.46048,1.03219,0.28519,0.2266,0.18271,0.06461,2.68493,3.67837,2.77046,0.00022384,0.00022384,0.00022384
198,1923.08,0.78953,0.46412,1.03009,0.32592,0.20197,0.18972,0.07071,2.66957,3.82755,2.62948,0.00021988,0.00021988,0.00021988
199,1932.77,0.78599,0.45244,1.03487,0.28004,0.18719,0.17913,0.06482,2.69278,3.93031,2.74348,0.00021592,0.00021592,0.00021592
200,1942.49,0.78854,0.45668,1.03155,0.32745,0.19458,0.18197,0.06836,2.71503,3.7607,2.71767,0.00021196,0.00021196,0.00021196
201,1952.25,0.77712,0.45585,1.02951,0.2955,0.18473,0.17711,0.06473,2.71166,3.96923,2.77854,0.000208,0.000208,0.000208
202,1961.79,0.78029,0.44537,1.02268,0.29449,0.18473,0.1762,0.06432,2.77263,4.0283,2.7738,0.00020404,0.00020404,0.00020404
203,1971.56,0.77585,0.45765,1.02475,0.29636,0.21182,0.17422,0.06432,2.72096,3.80951,2.73708,0.00020008,0.00020008,0.00020008
204,1980.85,0.78363,0.44784,1.02222,0.29972,0.19951,0.17453,0.06171,2.8004,3.67626,2.66008,0.00019612,0.00019612,0.00019612
205,1990.59,0.76924,0.44854,1.01508,0.29596,0.2069,0.17837,0.06703,2.63703,3.82719,2.60449,0.00019216,0.00019216,0.00019216
206,2000.13,0.76762,0.44481,1.01556,0.28896,0.19704,0.17577,0.06729,2.67356,3.87241,2.76119,0.0001882,0.0001882,0.0001882
207,2010.16,0.76776,0.43897,1.01636,0.31621,0.19704,0.18004,0.06411,2.79334,3.82639,2.70994,0.00018424,0.00018424,0.00018424
208,2019.82,0.75417,0.4402,1.01217,0.29753,0.20197,0.17386,0.06547,2.74092,3.91331,2.71875,0.00018028,0.00018028,0.00018028
209,2029.17,0.73921,0.4339,0.99395,0.26152,0.1798,0.15508,0.06053,2.74481,3.99032,2.89832,0.00017632,0.00017632,0.00017632
210,2038.69,0.74871,0.43428,1.00819,0.33733,0.18719,0.16438,0.0623,2.70841,3.92198,2.76266,0.00017236,0.00017236,0.00017236
211,2047.94,0.7444,0.42934,1.00901,0.30886,0.20443,0.18193,0.06696,2.70253,3.87404,2.69937,0.0001684,0.0001684,0.0001684
212,2057.58,0.72208,0.42244,0.99215,0.32228,0.19704,0.17793,0.06398,2.70229,3.88033,2.66179,0.00016444,0.00016444,0.00016444
213,2067.37,0.73905,0.43319,1.00443,0.33768,0.19951,0.17865,0.06843,2.71577,3.80036,2.701,0.00016048,0.00016048,0.00016048
214,2077.71,0.72778,0.42865,1.0021,0.28724,0.20197,0.16598,0.06084,2.72732,3.80267,2.72031,0.00015652,0.00015652,0.00015652
215,2087.43,0.72111,0.42819,0.99512,0.296,0.20197,0.17817,0.06142,2.70421,3.90518,2.75874,0.00015256,0.00015256,0.00015256
216,2096.89,0.71207,0.41973,0.99218,0.2777,0.20936,0.17474,0.06062,2.69825,3.82478,2.74335,0.0001486,0.0001486,0.0001486
217,2106.85,0.71327,0.41767,0.98382,0.3449,0.20618,0.18704,0.06624,2.75505,3.80719,2.74527,0.00014464,0.00014464,0.00014464
218,2116.23,0.71747,0.41874,0.99336,0.33339,0.21429,0.18045,0.06256,2.75314,3.93229,2.73909,0.00014068,0.00014068,0.00014068
219,2126.18,0.70523,0.41236,0.98127,0.31382,0.18719,0.17913,0.06506,2.72718,3.96678,2.76119,0.00013672,0.00013672,0.00013672
220,2135.87,0.69882,0.40765,0.98877,0.29822,0.21675,0.17976,0.06501,2.71027,3.82613,2.79863,0.00013276,0.00013276,0.00013276
221,2145.85,0.68679,0.40769,0.97765,0.30129,0.20936,0.18899,0.06825,2.69841,3.88038,2.72242,0.0001288,0.0001288,0.0001288
222,2155.14,0.69739,0.41468,0.98201,0.30726,0.20443,0.1857,0.06622,2.70847,3.98779,2.7033,0.00012484,0.00012484,0.00012484
223,2164.88,0.68202,0.40764,0.97503,0.30144,0.20197,0.17752,0.06357,2.77366,3.8229,2.68091,0.00012088,0.00012088,0.00012088
224,2174.71,0.68694,0.40763,0.97423,0.33209,0.21921,0.18585,0.06482,2.7609,3.75707,2.76437,0.00011692,0.00011692,0.00011692
225,2184.02,0.69618,0.40495,0.98085,0.29047,0.21429,0.18413,0.06946,2.71037,3.84337,2.78145,0.00011296,0.00011296,0.00011296
226,2193.79,0.68926,0.40426,0.97394,0.29995,0.21675,0.17727,0.06762,2.71206,3.90125,2.75806,0.000109,0.000109,0.000109
227,2203.49,0.67012,0.40175,0.96738,0.31318,0.21429,0.18486,0.07054,2.69771,3.93473,2.70499,0.00010504,0.00010504,0.00010504
228,2213.14,0.67889,0.40075,0.9704,0.30695,0.22167,0.19256,0.06839,2.75019,3.8822,2.77182,0.00010108,0.00010108,0.00010108
229,2223.28,0.67055,0.39588,0.97016,0.29674,0.20936,0.18483,0.06812,2.76676,3.9203,2.77773,9.712e-05,9.712e-05,9.712e-05
230,2233.04,0.66224,0.39345,0.96014,0.28608,0.19458,0.18221,0.06746,2.72068,4.03742,2.78851,9.316e-05,9.316e-05,9.316e-05
231,2242.78,0.6791,0.40022,0.97071,0.27155,0.19951,0.17408,0.06552,2.759,3.94121,2.72222,8.92e-05,8.92e-05,8.92e-05
232,2252.2,0.65127,0.38819,0.95201,0.29171,0.20443,0.18267,0.06592,2.74342,3.89884,2.69483,8.524e-05,8.524e-05,8.524e-05
233,2261.72,0.6442,0.39093,0.95768,0.31613,0.20197,0.18637,0.06705,2.77171,3.88578,2.69909,8.128e-05,8.128e-05,8.128e-05
234,2271.19,0.66416,0.39236,0.95911,0.31318,0.20936,0.18509,0.0665,2.71481,3.96905,2.72731,7.732e-05,7.732e-05,7.732e-05
235,2281.34,0.66955,0.39687,0.96592,0.30517,0.21182,0.17726,0.06329,2.70441,3.90939,2.74143,7.336e-05,7.336e-05,7.336e-05
236,2291.32,0.63997,0.38472,0.95809,0.31867,0.2069,0.17978,0.0656,2.71512,3.95431,2.70515,6.94e-05,6.94e-05,6.94e-05
237,2301.58,0.65634,0.3895,0.95506,0.30666,0.20936,0.17926,0.06545,2.7734,3.94208,2.73044,6.544e-05,6.544e-05,6.544e-05
238,2311.01,0.63913,0.3812,0.95154,0.31087,0.2266,0.1819,0.06526,2.75065,3.90841,2.78108,6.148e-05,6.148e-05,6.148e-05
239,2320.79,0.65161,0.39109,0.95776,0.31259,0.21675,0.18322,0.06653,2.72111,3.92732,2.77121,5.752e-05,5.752e-05,5.752e-05
240,2330.43,0.64406,0.38242,0.95,0.31424,0.19704,0.1793,0.06558,2.75168,3.98251,2.71904,5.356e-05,5.356e-05,5.356e-05
241,2383.12,0.63244,0.38248,0.94508,0.30312,0.19458,0.17814,0.06431,2.71401,4.00414,2.71193,4.96e-05,4.96e-05,4.96e-05
242,2392.91,0.6329,0.38006,0.94462,0.29083,0.20197,0.17306,0.06537,2.72549,3.95836,2.70924,4.564e-05,4.564e-05,4.564e-05
243,2402.61,0.64309,0.38365,0.95466,0.28711,0.2069,0.17658,0.06433,2.74717,3.90765,2.72431,4.168e-05,4.168e-05,4.168e-05
244,2412.18,0.62143,0.37883,0.94724,0.30395,0.21182,0.18355,0.06583,2.73929,3.93875,2.73923,3.772e-05,3.772e-05,3.772e-05
245,2421.46,0.62323,0.37974,0.9443,0.29666,0.21429,0.17722,0.06406,2.7388,3.99316,2.7374,3.376e-05,3.376e-05,3.376e-05
246,2431.09,0.63928,0.38309,0.95685,0.29824,0.20936,0.17648,0.06568,2.73948,3.99437,2.72732,2.98e-05,2.98e-05,2.98e-05
247,2440.76,0.61219,0.37319,0.94638,0.30749,0.21654,0.18313,0.06711,2.74695,3.98872,2.72906,2.584e-05,2.584e-05,2.584e-05
248,2450.08,0.61009,0.37068,0.93835,0.31107,0.21429,0.18314,0.06784,2.74063,3.98378,2.73957,2.188e-05,2.188e-05,2.188e-05
249,2460.28,0.61104,0.37033,0.93528,0.30485,0.21429,0.17941,0.06508,2.73405,4.00599,2.74276,1.792e-05,1.792e-05,1.792e-05
250,2469.67,0.62376,0.3761,0.93899,0.30117,0.20936,0.1811,0.06473,2.7214,4.02027,2.73245,1.396e-05,1.396e-05,1.396e-05
